N,P,K,temperature,humidity,ph,water_oxygen,water_temp,fish_density,label
58,41,84,27.5,52.3,5.6,7.5,19.8,0.8,Tomato
89,51,76,29.7,52.7,6.1,9.2,19.7,1.8,Tomato
88,55,90,26.6,51.3,6.1,9.3,21.7,0.6,Tomato
85,73,70,23.4,67.8,6.2,5.7,18.4,1.9,Tomato
82,52,78,29.1,62.9,5.5,6.4,23.6,2.0,Tomato
68,59,63,27.2,67.0,6.4,7.9,19.5,1.8,Tomato
75,64,74,29.6,57.5,5.9,6.1,18.2,2.0,Tomato
55,41,62,26.5,60.1,6.6,5.1,26.0,1.4,Tomato
84,68,78,28.3,69.7,5.5,6.2,26.0,1.3,Tomato
56,42,68,25.6,63.3,6.2,9.7,23.4,0.8,Tomato
75,69,91,24.6,63.0,6.1,9.1,22.6,2.0,Tomato
63,59,71,26.7,56.3,6.3,9.6,27.8,1.5,Tomato
57,64,60,28.8,50.9,5.9,8.1,23.8,1.5,Tomato
53,51,62,25.4,59.3,6.2,8.7,23.0,1.3,Tomato
65,74,98,29.1,53.5,5.9,7.0,19.1,1.0,Tomato
59,76,68,27.3,61.8,6.2,9.6,23.9,1.3,Tomato
87,60,96,27.6,66.8,6.1,7.3,21.6,1.6,Tomato
69,75,83,29.5,54.1,6.3,8.5,19.7,1.0,Tomato
60,43,78,29.6,52.8,6.2,5.7,24.9,0.6,Tomato
52,41,96,29.0,60.1,5.6,6.4,22.9,1.3,Tomato
56,74,84,22.5,63.3,6.6,8.9,20.2,0.8,Tomato
79,72,69,25.3,55.1,6.7,6.6,27.3,2.0,Tomato
64,70,65,22.5,57.0,5.6,7.9,18.2,1.1,Tomato
72,77,91,26.3,61.4,6.4,6.2,26.4,0.9,Tomato
56,59,73,27.2,54.3,6.7,8.0,21.6,0.8,Tomato
72,66,64,28.1,58.7,6.4,6.5,20.6,1.8,Tomato
75,77,77,28.2,53.8,6.5,6.4,23.5,0.6,Tomato
88,73,84,25.3,61.4,6.7,9.7,21.6,1.2,Tomato
79,70,76,26.7,69.6,6.3,7.0,22.0,1.3,Tomato
80,55,66,23.5,55.1,6.6,8.5,20.3,1.9,Tomato
78,64,73,26.9,62.9,6.6,6.2,19.5,0.7,Tomato
59,71,78,26.5,61.4,6.8,6.3,23.3,0.7,Tomato
55,44,65,27.5,66.3,6.3,8.5,24.8,1.0,Tomato
81,58,72,28.6,60.2,6.7,7.0,18.5,1.0,Tomato
81,56,96,28.0,52.2,6.0,8.5,23.5,1.3,Tomato
87,59,97,24.5,57.6,6.7,7.7,21.8,2.0,Tomato
74,49,68,27.3,56.6,5.8,5.8,19.2,1.9,Tomato
66,80,64,24.7,53.8,5.8,7.6,26.6,1.8,Tomato
69,68,98,29.7,61.9,5.6,7.9,19.8,1.9,Tomato
69,44,73,25.4,65.7,6.1,8.4,20.7,0.9,Tomato
53,53,89,22.6,51.0,5.6,8.5,27.0,0.5,Tomato
71,74,93,28.1,54.5,5.8,6.9,21.2,1.2,Tomato
58,72,84,26.9,61.1,5.5,6.4,18.9,1.0,Tomato
55,45,76,25.5,60.2,6.0,8.4,22.7,1.4,Tomato
64,56,79,29.5,56.5,6.7,5.8,19.7,1.7,Tomato
78,69,75,26.4,61.2,6.6,10.0,22.7,1.5,Tomato
56,71,85,28.2,52.1,6.3,6.6,25.7,1.5,Tomato
71,72,79,23.3,61.9,5.6,7.3,24.0,1.1,Tomato
86,47,84,27.0,60.7,5.8,5.9,19.5,1.7,Tomato
73,79,88,23.0,59.9,5.7,7.3,18.1,1.4,Tomato
60,67,98,26.3,64.3,6.6,9.8,21.5,1.9,Tomato
78,57,76,22.1,65.7,6.5,8.7,23.4,0.9,Tomato
88,79,71,23.5,52.6,6.4,7.8,25.2,1.8,Tomato
58,48,99,23.0,66.7,6.6,7.8,26.0,1.2,Tomato
71,57,79,25.8,65.3,6.5,5.0,20.0,1.2,Tomato
71,54,72,27.9,64.8,6.7,5.1,18.5,1.1,Tomato
80,74,61,28.3,56.2,5.6,6.9,26.2,1.5,Tomato
62,40,83,22.1,60.7,6.6,6.4,25.4,1.0,Tomato
63,71,67,25.8,57.6,6.6,9.7,26.6,0.7,Tomato
76,65,78,23.6,51.5,5.9,7.5,18.7,1.1,Tomato
76,76,79,22.0,56.6,6.7,7.5,21.3,0.6,Tomato
89,59,88,24.8,66.9,6.4,7.1,23.8,1.2,Tomato
89,46,100,26.7,58.0,6.2,6.2,23.8,1.6,Tomato
79,71,85,26.8,56.5,6.3,8.9,22.2,1.8,Tomato
89,75,89,26.7,62.7,6.5,6.9,21.7,1.0,Tomato
62,70,97,26.9,52.2,5.6,7.3,24.5,1.2,Tomato
64,58,87,22.3,69.4,5.8,7.8,24.7,0.6,Tomato
74,49,89,25.5,66.7,5.6,5.2,25.6,0.6,Tomato
82,54,60,28.8,57.8,6.5,8.3,20.0,1.3,Tomato
85,44,85,23.7,53.9,6.7,5.6,25.2,1.5,Tomato
90,45,98,29.9,51.9,6.4,9.6,27.0,1.1,Tomato
71,57,83,22.5,65.0,5.9,9.5,25.5,1.0,Tomato
51,41,94,24.6,70.0,6.0,9.5,25.5,1.6,Tomato
90,80,72,28.2,59.0,6.5,5.7,27.0,1.1,Tomato
88,76,81,22.5,57.3,6.7,5.8,24.9,2.0,Tomato
75,68,88,22.6,59.7,5.9,7.8,27.4,1.7,Tomato
52,45,65,28.2,69.8,5.7,6.3,27.3,1.0,Tomato
85,54,87,25.7,62.9,6.6,9.4,19.4,0.8,Tomato
65,73,72,22.2,57.3,6.0,8.8,23.8,0.6,Tomato
72,66,80,27.0,63.9,6.5,5.5,20.2,0.6,Tomato
53,40,77,23.3,53.3,5.7,8.2,20.7,1.6,Tomato
84,72,75,24.9,69.8,6.0,5.2,21.4,1.6,Tomato
73,58,65,23.0,52.1,5.5,9.0,21.9,1.3,Tomato
66,68,85,26.8,52.8,5.5,5.1,20.1,1.2,Tomato
79,54,66,23.3,57.8,6.7,6.9,27.3,1.0,Tomato
59,63,99,23.5,67.2,6.6,7.4,23.5,0.5,Tomato
68,71,83,29.0,61.4,6.2,5.7,23.4,1.1,Tomato
82,51,76,25.2,51.2,6.0,8.3,24.1,1.9,Tomato
85,52,99,23.1,58.5,6.7,9.6,22.1,1.3,Tomato
77,62,96,27.1,61.9,6.1,8.3,24.7,1.2,Tomato
84,44,67,25.2,59.3,5.8,5.0,25.2,0.8,Tomato
69,71,87,27.5,56.5,5.6,6.9,26.8,1.7,Tomato
89,59,75,28.3,51.6,5.8,7.2,20.2,0.8,Tomato
77,47,93,26.2,65.8,6.5,8.5,26.0,0.8,Tomato
85,52,67,22.5,57.4,5.8,6.0,21.6,1.6,Tomato
76,65,72,25.6,63.1,6.0,6.7,27.8,1.9,Tomato
65,47,87,29.7,59.2,6.5,7.5,26.3,0.5,Tomato
72,49,55,19.1,66.1,5.5,9.2,23.0,0.8,Strawberry
68,65,79,20.2,64.8,5.9,5.4,25.9,0.7,Strawberry
47,43,53,23.2,76.7,5.6,6.5,26.1,1.6,Strawberry
70,57,84,24.4,79.2,6.1,7.8,27.8,1.2,Strawberry
77,46,53,20.0,77.6,5.9,6.4,23.9,0.5,Strawberry
70,44,81,25.6,77.3,5.8,9.4,19.6,1.1,Strawberry
48,69,62,24.0,61.9,6.0,7.3,26.9,1.7,Strawberry
67,65,77,25.5,61.6,5.9,7.5,23.8,0.8,Strawberry
58,30,58,19.5,67.6,6.0,5.8,25.5,1.0,Strawberry
53,30,78,18.0,63.2,5.7,8.7,27.9,1.0,Strawberry
43,61,66,21.1,66.6,6.0,7.6,27.7,0.7,Strawberry
46,60,61,18.8,65.0,6.2,8.3,18.5,1.3,Strawberry
58,65,57,20.1,71.6,6.0,6.8,23.2,1.9,Strawberry
41,62,83,18.9,75.4,5.6,9.5,27.3,1.4,Strawberry
71,55,88,22.5,60.6,5.8,7.1,22.5,1.2,Strawberry
56,53,58,23.3,71.6,6.3,7.4,27.0,1.4,Strawberry
79,38,59,23.6,79.5,6.3,9.2,27.4,0.9,Strawberry
51,66,89,23.5,77.2,5.9,6.6,22.7,1.7,Strawberry
50,51,87,19.0,72.5,5.6,7.4,20.2,1.5,Strawberry
58,59,83,22.7,73.1,6.3,5.7,26.5,1.9,Strawberry
46,50,51,20.0,76.1,5.8,10.0,21.1,1.6,Strawberry
58,59,62,19.6,68.8,5.6,5.2,22.4,1.8,Strawberry
73,60,86,23.3,79.7,5.6,9.4,24.2,1.0,Strawberry
57,67,54,21.5,77.4,5.8,6.9,26.9,1.0,Strawberry
53,50,53,24.2,63.5,6.3,6.1,19.0,1.9,Strawberry
79,31,55,24.6,79.7,6.1,5.0,23.4,1.8,Strawberry
62,51,89,21.6,67.9,6.3,7.8,24.3,1.2,Strawberry
45,48,65,25.6,62.4,5.9,6.9,22.8,1.4,Strawberry
79,32,56,18.2,78.4,6.1,9.4,21.6,1.0,Strawberry
51,36,56,22.0,61.5,5.8,9.0,26.2,0.8,Strawberry
52,39,90,24.6,71.6,5.8,6.7,23.4,1.5,Strawberry
78,56,80,22.3,66.7,6.4,6.8,18.4,0.6,Strawberry
42,53,79,18.1,76.7,5.6,5.9,27.3,1.7,Strawberry
53,56,66,26.0,69.2,6.4,7.2,22.5,1.0,Strawberry
40,55,74,23.0,64.9,6.3,6.8,19.2,1.1,Strawberry
69,36,55,20.5,65.3,6.2,6.5,22.2,1.0,Strawberry
73,65,81,24.7,70.3,6.5,7.7,27.5,2.0,Strawberry
75,41,57,18.4,69.4,6.0,8.7,21.9,0.6,Strawberry
72,48,83,25.7,63.7,6.1,8.4,19.6,1.8,Strawberry
59,59,63,20.6,65.3,6.5,7.7,27.1,1.6,Strawberry
65,54,75,20.7,69.4,5.9,8.7,26.6,1.6,Strawberry
67,55,59,18.4,71.2,5.6,5.6,19.9,0.8,Strawberry
59,30,58,18.3,65.1,6.2,8.8,26.9,1.0,Strawberry
80,65,74,20.7,74.6,6.0,8.7,20.0,1.6,Strawberry
59,36,64,23.1,62.1,6.1,9.3,18.4,1.4,Strawberry
45,33,61,25.8,62.3,6.4,8.3,19.9,0.8,Strawberry
51,30,79,26.0,69.1,5.9,5.9,21.1,0.7,Strawberry
61,58,85,22.9,65.5,6.4,9.4,22.4,1.4,Strawberry
72,58,85,19.0,71.7,6.1,6.9,18.4,1.8,Strawberry
44,43,58,18.5,70.4,6.1,7.1,26.4,0.8,Strawberry
80,37,76,24.2,72.4,5.8,8.4,22.6,1.2,Strawberry
40,58,81,21.0,70.2,5.5,5.7,21.3,0.5,Strawberry
48,34,68,25.4,64.2,5.9,7.1,19.0,0.8,Strawberry
43,67,74,23.0,62.2,6.3,7.6,22.3,1.9,Strawberry
44,49,73,21.5,75.2,5.7,8.1,23.7,1.6,Strawberry
77,65,66,21.0,67.0,5.5,9.1,19.1,1.2,Strawberry
63,44,53,19.3,73.6,6.3,5.8,22.7,1.3,Strawberry
52,53,71,22.2,68.2,5.5,9.8,26.9,1.2,Strawberry
60,33,51,24.1,63.6,5.9,9.5,24.7,0.8,Strawberry
59,52,68,19.9,66.2,5.7,7.0,18.0,1.5,Strawberry
42,44,54,21.9,74.5,5.6,8.7,18.8,0.5,Strawberry
42,54,50,25.0,67.8,5.6,8.7,24.8,1.2,Strawberry
72,61,71,19.4,75.8,6.0,6.3,21.7,1.3,Strawberry
62,49,54,24.3,77.9,5.9,6.1,24.6,0.8,Strawberry
62,35,69,19.5,76.9,6.4,6.0,23.6,1.7,Strawberry
58,40,51,18.4,68.4,6.3,5.9,20.6,1.5,Strawberry
76,64,60,25.1,68.3,5.6,9.3,21.2,0.6,Strawberry
54,68,76,20.0,70.4,6.3,5.4,21.7,1.6,Strawberry
59,66,72,21.6,60.4,6.1,5.4,22.2,0.6,Strawberry
68,61,63,25.6,71.5,6.2,7.7,25.8,1.5,Strawberry
51,67,82,21.2,78.3,5.6,9.5,27.0,1.8,Strawberry
66,50,56,18.8,72.4,6.2,5.7,24.3,1.9,Strawberry
49,61,51,21.2,64.9,5.9,5.6,19.7,1.8,Strawberry
80,33,56,21.7,66.6,6.0,9.0,20.6,1.2,Strawberry
66,64,63,25.8,69.1,6.0,8.0,24.9,1.3,Strawberry
56,67,50,24.2,61.7,6.3,9.3,26.5,1.7,Strawberry
60,66,90,19.5,68.4,5.9,10.0,27.7,1.6,Strawberry
68,37,65,25.7,72.7,6.3,7.7,24.2,1.1,Strawberry
57,51,89,22.2,64.1,5.9,5.8,20.9,0.7,Strawberry
78,44,50,24.4,73.7,6.0,7.9,24.0,0.5,Strawberry
72,32,61,20.4,74.3,5.6,5.4,21.6,1.6,Strawberry
79,32,67,25.7,69.2,6.1,9.0,26.1,1.4,Strawberry
64,61,61,19.8,72.5,5.6,9.8,23.1,1.3,Strawberry
49,53,55,21.9,64.8,5.9,7.4,25.4,1.3,Strawberry
76,45,76,21.8,75.3,6.3,7.5,27.0,1.4,Strawberry
74,48,90,20.5,66.9,5.7,9.3,21.8,1.6,Strawberry
76,57,90,23.0,76.7,5.8,9.0,27.9,0.8,Strawberry
57,37,57,18.1,75.8,5.7,5.4,22.1,1.6,Strawberry
57,56,71,25.6,69.4,6.4,7.3,22.2,1.4,Strawberry
76,44,66,23.0,79.1,5.6,5.8,20.3,2.0,Strawberry
65,64,58,23.6,68.9,5.8,6.6,26.8,1.5,Strawberry
65,34,80,18.6,71.9,6.2,9.6,21.3,1.5,Strawberry
71,66,83,21.3,64.2,6.2,7.6,26.5,1.9,Strawberry
41,51,57,20.0,71.2,5.5,6.4,27.9,0.5,Strawberry
51,31,69,18.8,60.0,6.4,7.1,27.0,0.7,Strawberry
70,49,59,25.7,68.0,6.3,8.0,23.4,1.2,Strawberry
50,45,68,19.0,61.5,5.9,6.4,27.0,1.1,Strawberry
77,39,74,20.3,61.9,6.4,9.6,21.3,1.3,Strawberry
60,66,75,24.4,67.7,5.6,9.1,21.1,1.1,Strawberry
44,68,74,22.1,71.6,5.6,8.4,18.5,1.7,Strawberry
46,31,54,22.0,67.5,6.5,5.9,25.0,1.1,Strawberry
59,44,75,25.1,75.8,5.8,7.3,27.7,1.1,Strawberry
42,38,89,21.7,73.2,5.6,7.8,19.3,0.7,Strawberry
75,61,83,22.1,76.1,6.2,8.3,19.2,1.4,Strawberry
79,67,68,25.7,61.0,5.7,8.2,22.5,1.7,Strawberry
61,57,52,19.3,77.5,5.7,8.3,21.1,1.0,Strawberry
44,69,53,18.8,77.3,6.2,5.3,19.7,1.9,Strawberry
46,41,75,18.9,73.8,6.2,6.3,24.6,1.4,Strawberry
70,67,90,18.0,77.4,5.9,8.0,21.9,1.9,Strawberry
77,38,89,23.1,73.3,5.9,6.1,21.9,2.0,Strawberry
55,31,70,22.9,60.1,5.6,6.1,20.5,0.6,Strawberry
74,44,54,21.7,67.7,6.3,9.0,27.3,1.1,Strawberry
79,37,68,24.9,65.0,5.8,7.7,19.8,1.1,Strawberry
64,38,90,18.1,77.4,6.3,5.3,21.1,1.6,Strawberry
76,36,52,25.5,67.6,5.9,9.4,19.5,0.5,Strawberry
46,48,77,20.1,71.0,6.4,6.7,20.4,1.9,Strawberry
48,34,77,21.9,69.1,6.0,7.0,20.7,1.7,Strawberry
70,62,61,23.1,69.5,5.7,9.7,23.7,1.6,Strawberry
66,59,60,19.7,70.8,5.8,8.2,27.7,1.8,Strawberry
44,55,77,18.9,77.7,6.4,7.3,18.4,1.2,Strawberry
56,49,84,18.4,74.1,5.7,5.8,24.5,1.6,Strawberry
80,35,82,21.6,61.7,5.5,9.5,26.5,1.1,Strawberry
48,58,51,19.3,62.6,5.6,6.3,19.6,0.8,Strawberry
76,49,62,20.9,67.9,5.9,8.6,20.5,1.1,Strawberry
73,31,55,23.2,75.0,5.8,5.1,18.6,0.6,Strawberry
68,46,69,19.4,69.5,5.7,5.8,27.5,1.9,Strawberry
79,66,85,23.5,71.7,5.7,7.2,22.1,1.3,Strawberry
77,35,52,24.6,74.1,5.7,7.5,23.8,1.3,Strawberry
61,45,71,23.7,71.1,6.5,6.1,22.0,1.9,Strawberry
74,67,51,21.1,67.1,5.6,5.8,23.5,1.4,Strawberry
62,58,86,24.7,75.0,6.0,6.1,23.8,1.2,Strawberry
47,42,84,21.6,74.5,5.9,9.6,19.8,1.8,Strawberry
45,32,65,21.4,73.7,6.2,5.5,21.8,1.1,Strawberry
44,58,60,24.8,72.3,5.6,7.2,19.6,1.9,Strawberry
63,58,65,25.0,67.1,6.3,6.7,22.9,1.4,Strawberry
70,38,65,19.7,79.1,5.7,7.5,20.6,0.9,Strawberry
69,47,67,20.7,65.9,5.6,5.1,27.5,1.0,Strawberry
49,61,82,21.3,77.4,6.0,7.8,19.0,1.2,Strawberry
80,54,71,19.6,71.4,6.2,5.0,27.1,1.6,Strawberry
52,40,66,19.0,73.9,6.1,9.0,24.6,1.6,Strawberry
79,32,87,21.7,68.4,6.5,8.6,18.6,1.6,Strawberry
57,53,76,20.6,74.6,5.6,9.7,19.3,1.0,Strawberry
70,52,73,19.7,79.7,6.1,8.6,24.6,1.3,Strawberry
73,59,84,19.5,61.8,5.8,9.4,18.5,0.6,Strawberry
57,60,54,22.4,79.6,5.7,8.8,20.3,1.7,Strawberry
60,42,51,20.4,68.9,5.7,8.2,22.2,0.8,Strawberry
67,46,90,25.2,75.0,6.3,8.6,19.0,1.3,Strawberry
52,31,86,21.6,75.7,6.3,5.1,27.1,1.9,Strawberry
60,55,70,22.4,78.6,5.7,8.0,24.1,0.8,Strawberry
78,61,77,19.5,64.2,6.5,5.9,25.5,1.5,Strawberry
67,66,89,18.3,64.2,6.4,9.6,19.9,1.0,Strawberry
68,68,87,24.3,63.2,6.3,7.0,20.9,1.6,Strawberry
47,55,77,18.2,63.7,5.5,8.3,23.9,1.4,Strawberry
72,69,67,19.6,76.3,5.9,5.7,23.4,0.6,Strawberry
64,44,63,21.7,73.0,5.8,9.4,26.5,1.6,Strawberry
60,41,69,20.1,62.1,5.9,8.6,19.6,0.9,Strawberry
59,44,52,18.8,73.5,6.4,5.3,25.8,1.2,Strawberry
59,70,84,18.9,66.7,6.2,5.4,19.9,1.9,Strawberry
77,66,79,22.1,64.6,5.6,8.4,18.4,1.0,Strawberry
76,48,75,24.0,64.1,5.6,8.6,18.5,1.9,Strawberry
52,50,82,25.2,78.0,6.3,8.6,21.7,0.8,Strawberry
43,49,62,25.5,65.9,5.8,8.7,23.4,1.5,Strawberry
80,68,77,21.9,66.4,5.6,8.2,21.7,1.2,Strawberry
64,35,74,24.3,61.3,5.7,7.4,19.7,0.7,Strawberry
62,47,70,22.3,76.9,5.9,6.6,20.3,0.8,Strawberry
49,31,54,25.6,71.2,6.0,7.5,27.3,0.9,Strawberry
69,46,50,18.1,69.1,5.6,6.1,21.7,0.9,Strawberry
69,37,57,19.1,77.8,5.5,9.5,26.1,1.4,Strawberry
67,68,60,22.4,73.5,5.8,6.2,22.3,1.8,Strawberry
56,49,89,23.4,63.0,5.7,5.8,26.1,1.2,Strawberry
75,57,60,20.2,73.5,6.1,5.4,27.2,1.8,Strawberry
77,42,78,21.2,74.2,6.2,8.6,21.9,0.7,Strawberry
50,34,80,22.2,70.7,6.0,9.4,26.5,2.0,Strawberry
49,39,85,23.7,71.1,6.2,8.3,24.8,1.6,Strawberry
77,68,75,21.6,77.4,6.1,9.5,27.5,1.3,Strawberry
49,58,56,23.9,72.5,6.0,5.4,26.3,0.6,Strawberry
71,55,82,19.3,67.1,6.3,5.6,18.4,0.5,Strawberry
73,43,52,23.5,61.0,6.3,5.6,20.3,1.2,Strawberry
43,69,89,22.1,66.4,6.4,8.3,19.9,1.5,Strawberry
50,56,69,18.8,79.5,5.9,8.5,24.4,1.8,Strawberry
56,31,54,20.9,65.2,6.4,8.8,27.2,0.7,Strawberry
56,40,50,20.0,76.9,5.7,5.3,20.5,1.6,Strawberry
46,69,51,23.9,66.9,6.3,6.7,26.3,2.0,Strawberry
43,70,59,19.6,78.5,5.7,6.4,27.3,1.8,Strawberry
65,56,71,24.2,70.4,6.4,5.1,18.8,1.5,Strawberry
70,55,79,24.2,60.5,5.6,8.0,21.5,1.6,Strawberry
63,56,76,25.7,79.7,6.2,5.2,27.5,1.8,Strawberry
57,36,88,24.6,74.2,5.5,9.8,25.2,0.6,Strawberry
72,34,69,24.6,63.8,6.5,9.0,26.6,1.1,Strawberry
61,44,59,24.0,61.9,6.4,5.2,24.8,0.8,Strawberry
45,70,66,24.4,70.1,6.4,9.2,20.9,0.6,Strawberry
47,38,89,22.6,69.5,6.2,6.5,24.0,1.1,Strawberry
54,70,61,24.2,68.6,6.5,8.7,18.6,0.8,Strawberry
79,39,79,18.5,63.3,5.8,7.6,25.7,0.9,Strawberry
54,32,58,18.4,61.3,5.9,8.8,18.8,1.9,Strawberry
59,30,86,24.2,79.1,6.2,8.3,19.4,0.7,Strawberry
40,57,79,21.8,75.4,6.1,7.4,20.4,0.8,Strawberry
59,49,70,19.3,76.4,6.5,5.3,18.2,1.1,Strawberry
40,47,62,23.5,65.2,6.3,8.9,21.5,1.0,Strawberry
61,68,58,21.6,60.6,5.9,9.6,22.3,0.5,Strawberry
56,43,70,24.8,61.8,6.5,6.8,19.2,0.6,Strawberry
40,34,59,25.6,70.4,6.1,5.6,24.2,0.5,Strawberry
72,61,67,18.9,68.3,5.7,5.4,22.3,0.6,Strawberry
65,45,56,25.4,60.4,5.8,6.5,24.6,0.9,Strawberry
70,41,63,24.3,68.7,6.3,8.7,19.2,1.7,Strawberry
58,69,86,20.1,66.3,6.2,9.5,23.7,1.4,Strawberry
43,59,51,19.5,69.4,5.6,9.5,25.6,1.3,Strawberry
42,59,85,21.3,71.4,6.1,9.1,22.6,0.9,Strawberry
68,30,69,20.2,74.2,6.0,7.1,24.4,1.6,Strawberry
43,57,88,21.4,61.3,5.8,6.9,25.7,0.7,Strawberry
42,70,63,21.2,71.1,5.9,9.6,18.5,0.7,Strawberry
54,58,65,23.3,72.1,6.3,6.5,21.6,0.6,Strawberry
71,69,73,21.1,66.7,5.5,8.3,24.8,0.8,Strawberry
51,30,73,19.5,73.8,5.7,8.0,27.3,1.2,Strawberry
61,45,65,23.1,64.3,6.1,8.4,22.5,1.0,Strawberry
56,31,84,20.5,67.9,5.5,6.5,19.5,1.2,Strawberry
43,43,56,18.9,69.6,5.8,7.7,27.8,1.0,Strawberry
74,43,54,25.9,60.9,6.1,6.6,23.0,1.7,Strawberry
71,61,72,24.6,62.2,5.8,8.8,26.1,0.9,Strawberry
68,39,61,21.7,79.7,6.5,9.0,20.1,0.6,Strawberry
56,41,85,24.8,79.8,5.6,6.8,18.7,0.6,Strawberry
40,30,58,23.5,68.1,5.8,5.1,19.2,1.0,Strawberry
76,48,76,25.5,79.2,5.9,7.6,25.1,0.5,Strawberry
67,55,90,21.7,76.0,6.5,9.9,27.0,1.4,Strawberry
64,52,79,23.6,68.6,5.8,5.5,22.1,1.3,Strawberry
49,51,69,21.7,75.8,6.1,6.1,23.3,1.2,Strawberry
64,35,74,21.5,73.4,6.0,8.6,20.4,0.9,Strawberry
70,33,88,23.6,76.5,6.3,5.3,19.7,0.8,Strawberry
66,47,85,18.4,79.2,6.2,6.0,20.9,0.7,Strawberry
48,69,82,23.1,66.6,5.6,9.0,25.3,0.9,Strawberry
70,61,53,21.3,79.3,6.4,7.5,23.9,1.0,Strawberry
58,31,86,25.8,74.6,5.7,5.4,25.6,1.3,Strawberry
71,67,58,19.4,60.3,6.2,6.3,19.0,1.7,Strawberry
52,44,74,23.4,73.3,6.4,5.8,22.2,1.8,Strawberry
66,53,79,21.2,72.8,5.9,5.7,18.7,1.3,Strawberry
59,62,75,24.6,79.7,6.4,8.5,22.0,1.1,Strawberry
60,35,82,24.2,66.8,6.5,9.2,25.5,1.1,Strawberry
75,47,68,20.1,78.9,6.1,5.1,23.4,0.7,Strawberry
46,67,82,23.9,70.9,6.3,8.9,21.8,1.8,Strawberry
56,67,55,19.3,69.3,6.3,9.4,24.5,1.4,Strawberry
57,34,81,22.6,75.7,5.6,5.8,19.9,0.8,Strawberry
76,32,72,24.4,73.1,5.7,9.9,18.5,1.2,Strawberry
61,30,87,18.3,74.9,6.0,7.6,24.2,1.5,Strawberry
60,35,58,22.1,62.6,5.8,5.8,20.2,0.6,Strawberry
53,58,74,20.6,62.1,6.3,6.3,18.8,0.9,Strawberry
45,48,87,19.9,74.8,5.5,7.4,21.9,1.6,Strawberry
77,50,88,20.6,69.3,6.2,7.8,18.6,1.3,Strawberry
59,35,89,25.7,60.1,5.9,5.6,19.5,1.7,Strawberry
68,65,88,22.2,79.2,5.6,8.4,20.8,0.9,Strawberry
59,56,84,25.0,67.8,6.3,9.9,20.1,1.1,Strawberry
78,42,86,25.3,63.4,6.3,8.5,20.8,1.8,Strawberry
60,63,63,20.5,70.6,5.6,8.9,23.6,0.8,Strawberry
44,40,75,25.3,79.9,5.5,6.1,23.0,1.1,Strawberry
77,54,58,21.5,65.0,6.3,5.1,26.7,1.1,Strawberry
45,30,80,18.6,65.9,6.4,5.3,24.3,0.7,Strawberry
68,36,71,20.1,70.8,6.4,9.7,26.7,1.4,Strawberry
64,38,53,19.4,75.6,6.0,8.6,20.6,1.6,Strawberry
62,67,53,18.0,62.2,6.1,8.1,20.6,1.5,Strawberry
56,33,65,20.9,63.2,5.8,5.2,20.8,0.7,Strawberry
71,45,85,24.0,63.2,5.7,7.4,25.3,0.9,Strawberry
52,34,52,21.9,78.3,6.4,5.4,26.5,1.7,Strawberry
59,64,73,19.0,77.7,5.8,6.0,21.6,1.5,Strawberry
72,44,69,23.0,66.5,5.6,5.7,20.3,2.0,Strawberry
58,51,70,24.1,68.6,6.2,9.6,21.5,2.0,Strawberry
56,35,87,21.6,73.9,6.0,6.6,19.8,1.7,Strawberry
72,42,82,23.3,62.8,6.0,8.1,18.5,1.6,Strawberry
77,63,89,19.6,66.6,6.0,6.3,22.4,1.8,Strawberry
52,52,52,21.2,74.8,6.4,7.6,21.4,1.9,Strawberry
68,69,72,24.5,72.6,6.4,8.6,18.2,1.9,Strawberry
69,42,78,20.5,66.2,6.3,7.7,23.4,1.4,Strawberry
60,54,70,19.7,65.0,5.8,6.9,22.6,1.7,Strawberry
61,39,80,22.1,60.7,6.1,6.4,20.0,1.7,Strawberry
47,46,75,19.6,67.2,6.1,8.9,22.9,0.5,Strawberry
57,31,64,19.2,74.5,6.2,9.0,19.6,1.8,Strawberry
72,51,90,23.4,65.0,5.7,6.5,21.0,1.9,Strawberry
61,67,81,20.1,74.3,6.3,9.8,27.9,1.4,Strawberry
72,38,71,22.3,77.3,5.9,5.9,26.9,0.6,Strawberry
57,68,60,22.5,62.5,5.8,9.5,20.5,1.5,Strawberry
49,45,69,24.5,70.0,6.3,7.9,25.6,0.5,Strawberry
67,63,81,23.0,68.7,6.3,6.2,27.1,1.7,Strawberry
61,69,86,18.9,76.2,6.4,8.0,20.0,1.6,Strawberry
62,51,62,21.4,63.5,6.0,7.0,19.1,1.3,Strawberry
46,42,72,19.0,78.2,6.3,8.2,27.4,1.0,Strawberry
72,63,73,25.9,61.6,6.0,9.1,22.0,1.8,Strawberry
47,49,79,26.0,76.5,5.7,6.6,24.9,0.5,Strawberry
40,56,72,18.8,61.3,5.6,6.3,20.1,1.8,Strawberry
68,63,89,18.1,70.1,6.4,6.7,19.3,1.7,Strawberry
56,35,75,20.0,79.2,5.8,7.8,23.6,1.1,Strawberry
59,53,62,20.7,68.0,5.6,6.8,21.8,1.9,Strawberry
65,69,55,18.1,79.0,6.1,10.0,24.8,0.7,Strawberry
44,51,55,25.2,60.8,6.4,9.7,19.0,0.7,Strawberry
62,37,81,21.4,75.9,5.6,6.8,23.7,0.8,Strawberry
56,44,73,25.1,70.9,6.1,9.2,24.2,1.7,Strawberry
