N,P,K,temperature,humidity,ph,rainfall,health
41,65,195,15.5,98.6,9.0,169.1,Dangerous
102,74,36,36.5,61.3,6.8,155.3,Warning
43,100,167,25.4,51.3,5.4,202.5,Dangerous
55,15,86,29.1,47.9,4.3,266.5,Dangerous
123,56,185,38.5,61.9,8.9,234.4,Dangerous
121,73,118,33.5,26.3,5.9,261.5,Warning
127,101,51,20.9,73.4,4.7,208.4,Dangerous
14,91,168,34.6,58.1,7.5,130.2,Warning
75,31,142,15.4,79.7,8.3,202.3,Dangerous
126,88,72,28.3,66.1,6.0,188.4,Healthy
125,57,92,38.1,91.7,6.6,154.6,Dangerous
118,139,125,27.4,49.3,4.7,22.7,Dangerous
120,141,150,20.3,64.3,5.7,201.0,Warning
2,30,157,35.9,23.7,6.2,220.4,Warning
18,143,36,23.0,47.6,5.4,289.6,Dangerous
119,116,128,26.4,51.0,6.5,54.3,Healthy
43,6,77,24.0,38.4,5.6,96.5,Warning
87,127,59,28.5,68.4,6.6,112.0,Healthy
135,19,173,17.4,33.6,8.6,232.6,Dangerous
12,95,93,17.4,61.3,5.5,247.6,Warning
53,100,57,38.3,60.9,5.9,181.0,Dangerous
27,31,55,20.7,51.4,8.3,289.3,Dangerous
52,105,132,33.0,51.3,6.7,153.2,Warning
107,71,10,36.3,70.2,7.5,108.3,Warning
66,75,115,33.3,35.1,8.6,21.2,Dangerous
31,16,48,36.2,90.6,5.8,55.6,Warning
104,22,155,22.4,31.9,6.5,21.1,Warning
133,63,182,16.8,29.8,6.8,66.2,Warning
67,79,54,39.1,73.2,4.8,250.1,Dangerous
49,126,125,25.3,47.3,6.3,49.4,Warning
96,30,150,11.9,34.2,6.6,153.7,Dangerous
81,83,59,44.5,85.2,4.1,163.2,Dangerous
75,128,72,38.0,74.2,6.9,211.7,Warning
88,99,3,28.4,38.0,7.5,31.1,Warning
134,86,24,39.5,42.7,6.5,177.3,Dangerous
47,140,186,15.4,66.5,5.6,116.8,Warning
48,113,46,39.7,37.8,4.5,118.1,Dangerous
19,28,39,18.9,41.3,7.7,108.8,Warning
25,109,28,22.0,88.7,8.5,112.8,Dangerous
49,2,205,44.5,99.1,6.2,91.4,Dangerous
67,132,30,18.4,48.8,8.4,84.5,Dangerous
119,117,87,43.8,37.2,6.0,295.6,Dangerous
98,62,86,10.0,45.8,7.2,55.2,Dangerous
127,119,139,38.9,77.3,6.3,193.6,Dangerous
70,25,100,16.9,41.6,8.1,186.4,Dangerous
139,20,179,28.8,78.4,8.0,84.6,Warning
9,4,174,25.5,23.4,7.7,128.0,Warning
57,24,99,36.5,93.2,7.1,226.8,Warning
66,76,172,29.2,64.2,8.0,243.5,Warning
11,68,85,23.4,42.8,7.3,268.4,Warning
135,116,169,33.9,87.1,8.1,244.8,Dangerous
87,3,156,43.1,37.4,6.3,179.5,Dangerous
100,86,180,34.1,53.8,7.3,48.3,Warning
26,43,18,31.1,91.1,4.8,93.8,Dangerous
70,95,128,39.6,21.3,8.6,226.7,Dangerous
20,37,129,26.0,59.6,5.5,264.5,Warning
89,126,40,36.1,67.1,6.2,177.2,Warning
28,35,143,27.1,94.8,7.2,96.9,Warning
81,17,144,37.8,29.1,7.8,153.7,Warning
63,80,104,11.2,55.9,4.7,252.2,Dangerous
90,25,38,19.4,64.9,4.7,149.6,Dangerous
88,120,99,29.5,28.0,4.2,167.5,Dangerous
133,6,128,36.1,95.6,6.3,67.0,Warning
87,46,160,22.4,98.9,8.0,233.3,Warning
108,72,116,39.4,28.8,8.6,114.2,Dangerous
128,39,21,22.3,20.9,5.2,45.6,Dangerous
35,128,174,10.4,56.1,4.1,91.4,Dangerous
11,127,151,18.7,21.3,7.3,262.0,Warning
10,75,14,31.5,77.9,5.0,260.3,Dangerous
6,33,182,41.2,77.0,7.3,296.4,Dangerous
51,17,153,25.5,56.1,6.0,168.1,Warning
90,30,121,11.9,86.6,6.8,115.9,Dangerous
37,145,112,17.6,40.3,4.1,244.7,Dangerous
54,20,124,38.3,66.2,5.0,105.8,Dangerous
86,57,57,29.4,37.6,7.9,186.7,Warning
31,3,39,15.1,77.6,5.1,184.4,Dangerous
46,48,142,30.5,44.0,6.2,41.8,Warning
106,8,137,14.0,49.1,7.7,252.4,Dangerous
16,130,50,33.1,92.8,7.3,61.6,Warning
27,105,59,15.3,99.4,8.1,187.2,Dangerous
22,107,107,27.4,53.4,6.1,103.8,Warning
87,92,91,10.7,41.7,6.4,172.8,Dangerous
124,111,96,27.6,64.6,4.8,193.4,Dangerous
133,85,177,20.8,80.7,5.7,128.7,Warning
25,49,148,39.4,37.3,4.7,53.8,Dangerous
66,49,96,20.4,65.8,8.8,192.8,Dangerous
131,127,183,19.2,96.5,5.4,284.3,Dangerous
67,66,79,21.7,48.3,4.7,254.4,Dangerous
92,30,33,39.0,31.8,8.7,143.1,Dangerous
1,106,187,35.5,87.3,4.2,186.2,Dangerous
43,72,1,24.7,90.8,4.8,241.3,Dangerous
1,94,184,14.6,57.7,7.1,144.0,Dangerous
24,31,170,16.3,50.0,7.1,249.2,Warning
75,133,8,22.6,52.1,6.8,290.1,Warning
3,28,148,31.6,72.4,6.4,36.9,Warning
114,68,199,36.4,44.9,8.7,39.5,Dangerous
100,67,36,37.0,60.1,4.9,174.4,Dangerous
43,61,15,21.4,47.7,6.7,89.8,Warning
1,141,132,38.3,71.7,4.7,60.9,Dangerous
32,68,63,37.8,69.0,8.1,297.7,Dangerous
45,61,3,12.1,37.8,7.2,85.4,Dangerous
134,34,80,15.6,97.8,5.3,249.5,Dangerous
125,71,125,42.9,28.1,7.3,141.3,Dangerous
38,91,164,37.3,39.6,8.7,115.2,Dangerous
48,50,179,12.4,79.5,5.4,199.0,Dangerous
51,126,35,22.2,69.3,5.7,84.1,Warning
45,94,143,11.1,86.9,4.6,82.0,Dangerous
117,68,128,35.9,91.8,8.9,97.0,Dangerous
11,61,81,21.9,98.4,7.8,121.4,Warning
117,87,100,39.0,47.5,6.0,276.3,Dangerous
51,29,190,18.7,73.3,8.0,261.2,Warning
15,73,107,32.4,29.5,4.1,45.8,Dangerous
134,116,61,24.6,59.6,7.6,74.6,Warning
78,122,107,13.5,94.1,7.7,235.8,Dangerous
32,19,123,29.3,53.6,6.3,64.9,Warning
78,1,181,37.5,64.3,7.2,284.1,Warning
134,2,35,15.8,65.8,6.5,285.0,Warning
123,141,199,27.6,80.7,6.6,203.1,Healthy
92,9,60,40.5,42.4,6.2,187.0,Dangerous
103,134,134,30.7,53.8,6.8,260.7,Warning
61,144,122,43.9,25.2,5.3,235.0,Dangerous
43,16,131,21.2,31.6,6.2,236.3,Warning
54,16,50,13.1,71.8,4.3,256.0,Dangerous
35,129,149,22.2,71.5,8.3,282.6,Dangerous
10,19,123,39.1,73.3,5.6,81.9,Dangerous
83,65,31,33.1,45.2,5.1,152.7,Dangerous
113,51,64,27.9,93.8,5.0,191.8,Dangerous
140,57,20,13.6,98.1,8.2,34.3,Dangerous
80,75,154,42.5,65.6,6.1,287.9,Dangerous
126,27,23,39.3,32.4,6.7,43.2,Dangerous
47,33,5,17.5,26.1,8.6,184.7,Dangerous
32,7,67,44.9,56.2,8.9,217.7,Dangerous
31,50,10,38.9,53.4,5.5,184.8,Dangerous
108,57,87,44.9,60.2,8.9,69.4,Dangerous
2,125,143,39.8,85.2,4.2,297.0,Dangerous
131,107,27,26.8,32.2,8.1,193.5,Dangerous
117,114,174,35.8,48.3,4.2,101.3,Dangerous
74,118,38,11.6,39.1,4.9,167.4,Dangerous
85,64,137,23.1,44.4,8.6,88.4,Dangerous
16,52,9,29.7,57.0,8.4,121.8,Dangerous
19,56,154,16.4,87.2,5.6,89.9,Warning
58,137,102,16.9,66.9,4.7,38.3,Dangerous
55,69,80,22.9,77.3,6.2,216.9,Healthy
6,74,158,17.8,45.9,5.1,238.5,Dangerous
61,14,183,14.6,30.8,8.7,206.5,Dangerous
61,9,57,19.4,94.7,4.5,72.6,Dangerous
2,56,34,14.8,38.1,7.0,154.5,Dangerous
36,71,184,41.9,70.8,8.8,144.7,Dangerous
120,76,47,27.2,51.6,8.9,273.6,Dangerous
120,39,139,44.7,27.1,6.0,22.7,Dangerous
57,140,10,16.4,75.1,6.6,222.7,Warning
81,113,190,12.6,85.8,6.2,77.9,Dangerous
5,45,27,19.2,72.7,8.7,33.9,Dangerous
44,139,106,28.2,28.6,5.9,294.9,Warning
136,18,190,18.7,52.1,8.5,156.9,Dangerous
71,94,137,27.5,80.6,5.7,151.2,Warning
135,96,69,29.6,29.7,5.0,280.7,Dangerous
3,66,142,14.9,82.6,5.1,57.2,Dangerous
36,61,164,26.4,24.6,5.5,177.8,Warning
7,43,113,11.3,89.2,4.4,95.7,Dangerous
8,4,166,14.0,27.5,8.3,276.1,Dangerous
69,68,164,34.5,93.4,4.5,109.1,Dangerous
114,87,94,25.2,26.2,6.2,206.6,Warning
125,17,196,35.6,42.1,5.3,106.5,Dangerous
70,136,30,37.8,34.0,4.3,202.3,Dangerous
33,89,108,41.6,56.4,4.9,274.6,Dangerous
84,121,6,44.2,23.1,7.9,88.1,Dangerous
69,25,19,18.7,23.2,4.9,89.9,Dangerous
84,86,2,35.8,44.5,4.3,162.2,Dangerous
90,134,159,25.4,78.9,5.4,244.2,Dangerous
91,105,22,41.4,83.9,6.7,139.9,Dangerous
8,26,72,38.0,98.7,5.6,222.2,Warning
55,105,60,41.9,57.0,5.3,286.0,Dangerous
78,136,11,32.9,84.9,8.5,68.9,Dangerous
38,142,89,25.0,23.3,5.3,243.6,Dangerous
95,109,202,43.8,31.7,6.3,34.8,Dangerous
1,120,96,40.3,24.5,8.4,85.1,Dangerous
122,97,84,25.4,59.8,7.5,256.5,Healthy
13,21,177,29.9,41.5,7.2,270.1,Warning
39,134,41,36.0,43.8,5.2,59.6,Dangerous
19,105,39,28.1,22.2,6.9,250.8,Warning
96,19,171,42.0,58.4,4.7,50.1,Dangerous
69,137,138,23.2,87.7,6.5,237.7,Healthy
117,97,40,35.4,51.9,9.0,205.5,Dangerous
9,112,130,26.6,82.7,6.9,36.9,Warning
45,129,56,37.1,46.8,7.0,178.0,Warning
21,29,204,43.6,85.5,7.3,34.1,Dangerous
54,11,70,43.1,39.5,6.3,191.4,Dangerous
61,96,146,38.1,56.4,7.3,136.1,Dangerous
22,47,166,40.9,62.4,8.9,269.5,Dangerous
111,18,140,28.8,33.8,5.9,293.8,Warning
62,4,152,32.1,58.5,4.4,182.6,Dangerous
101,72,65,32.6,97.5,8.4,149.0,Dangerous
62,33,40,27.4,27.6,4.1,66.4,Dangerous
34,57,73,25.4,91.6,4.8,211.7,Dangerous
5,121,38,27.0,62.2,6.4,157.7,Warning
8,76,99,28.2,47.3,8.8,109.3,Dangerous
15,143,52,39.9,81.3,5.9,22.9,Dangerous
136,63,138,33.9,81.6,4.4,153.6,Dangerous
39,82,21,36.2,70.4,6.4,67.3,Warning
74,18,49,30.9,54.8,6.5,55.6,Warning
26,123,53,22.7,25.3,5.5,202.2,Warning
91,41,24,17.6,54.3,6.0,108.3,Warning
18,46,28,28.7,62.1,8.0,31.0,Warning
73,44,55,36.8,21.0,8.0,96.4,Warning
35,39,158,31.5,48.8,4.8,132.6,Dangerous
39,112,111,20.5,70.7,7.3,176.9,Warning
107,31,185,21.2,98.7,4.6,93.5,Dangerous
8,97,164,32.7,86.4,8.8,198.1,Dangerous
99,54,55,33.7,36.4,6.5,88.6,Warning
30,95,26,36.5,86.9,6.0,205.4,Warning
61,96,88,28.2,51.2,7.1,163.2,Healthy
90,55,113,12.5,42.6,8.6,162.6,Dangerous
54,53,112,35.3,76.1,5.0,274.6,Dangerous
1,97,205,17.7,33.9,6.0,274.2,Warning
134,55,14,43.7,50.7,6.0,282.6,Dangerous
45,35,16,38.8,51.1,8.1,234.3,Dangerous
100,78,129,39.0,77.1,7.8,85.7,Dangerous
130,64,129,32.2,94.9,5.5,282.5,Warning
6,116,5,33.1,96.7,5.3,225.9,Dangerous
1,51,163,10.9,86.6,4.6,52.6,Dangerous
48,136,95,18.4,60.1,8.1,21.8,Dangerous
8,8,39,38.8,74.2,4.7,160.1,Dangerous
84,115,53,17.8,45.0,6.4,209.2,Warning
30,109,203,11.6,66.2,4.6,133.4,Dangerous
115,135,35,29.9,52.9,5.8,139.6,Warning
19,79,85,35.6,64.7,7.8,127.6,Warning
118,28,58,22.4,20.3,6.9,170.9,Warning
13,62,162,43.5,66.7,5.2,261.3,Dangerous
64,24,90,32.3,92.2,5.9,152.2,Warning
78,117,169,26.2,51.8,6.3,203.1,Healthy
130,37,31,24.2,51.5,6.1,35.0,Warning
137,19,166,11.0,71.5,5.5,27.8,Dangerous
18,145,80,28.2,37.8,6.5,75.8,Warning
10,59,167,28.5,26.2,7.5,184.5,Warning
4,62,97,42.9,86.5,4.4,122.0,Dangerous
97,104,173,24.7,38.3,7.7,135.2,Warning
52,88,136,27.5,58.9,8.0,284.3,Warning
115,131,90,39.5,88.1,5.8,295.7,Dangerous
69,142,126,39.8,75.8,7.1,135.3,Dangerous
93,138,85,25.7,38.7,8.7,243.0,Dangerous
17,1,71,26.9,80.8,8.6,30.7,Dangerous
56,77,48,13.5,25.5,5.8,115.2,Dangerous
68,59,55,23.6,72.3,5.2,209.8,Dangerous
17,114,121,35.3,28.4,6.4,53.7,Warning
40,16,16,10.4,40.1,5.0,36.9,Dangerous
133,1,135,21.7,32.6,7.7,186.3,Warning
29,41,18,14.8,40.8,9.0,44.7,Dangerous
113,108,50,41.5,34.0,7.2,212.0,Dangerous
108,127,124,19.7,37.1,5.0,264.8,Dangerous
109,91,112,34.4,52.9,8.6,245.9,Dangerous
109,91,181,39.6,40.4,6.5,258.5,Dangerous
58,111,118,16.5,74.7,5.6,169.8,Warning
126,51,33,43.8,84.8,5.7,62.8,Dangerous
52,34,189,18.3,44.4,4.3,50.6,Dangerous
50,94,173,43.5,77.2,5.1,264.7,Dangerous
132,55,168,22.2,88.5,4.2,27.2,Dangerous
34,18,117,34.2,87.4,6.0,78.8,Warning
127,119,119,15.6,51.2,7.0,25.6,Warning
64,125,144,20.9,86.6,6.9,177.6,Healthy
139,61,54,11.3,98.2,4.7,211.8,Dangerous
9,111,23,15.5,24.8,7.3,267.5,Warning
43,126,19,25.9,80.6,4.9,28.3,Dangerous
91,2,203,15.9,78.8,8.7,223.6,Dangerous
118,74,9,21.1,60.7,8.2,220.8,Dangerous
138,37,97,26.9,77.7,6.3,253.6,Warning
79,99,30,24.8,59.0,7.5,260.7,Warning
94,126,38,35.9,67.6,4.7,70.6,Dangerous
57,23,73,31.2,21.4,8.6,179.7,Dangerous
119,127,188,36.8,65.0,4.8,144.1,Dangerous
32,122,78,29.5,32.3,6.8,107.5,Warning
111,106,163,28.7,25.5,4.3,181.0,Dangerous
28,87,94,18.8,30.2,7.0,143.6,Warning
71,12,145,39.0,77.1,7.0,70.2,Dangerous
107,68,127,37.9,28.9,6.2,255.6,Warning
130,46,134,23.5,21.8,8.4,112.1,Dangerous
10,142,99,16.0,25.8,8.2,74.7,Dangerous
73,56,82,11.3,75.6,5.7,283.2,Dangerous
16,29,157,35.0,76.6,7.1,109.8,Warning
114,10,103,26.5,23.7,8.6,54.0,Dangerous
3,14,75,44.5,71.8,8.0,106.2,Dangerous
88,105,63,35.7,89.1,8.0,88.4,Warning
133,17,83,14.4,21.9,6.3,29.1,Dangerous
88,2,154,29.2,27.8,8.7,208.6,Dangerous
95,50,86,10.2,54.5,7.0,167.4,Dangerous
44,80,75,16.7,20.6,5.0,187.9,Dangerous
21,113,143,29.7,97.4,6.2,196.8,Warning
6,62,174,15.6,99.8,7.0,216.4,Warning
77,28,35,27.2,34.0,6.7,198.1,Warning
77,2,82,10.7,49.5,6.5,97.6,Dangerous
128,29,44,23.3,45.6,7.4,93.5,Warning
75,28,105,44.9,59.5,7.1,213.4,Dangerous
109,81,102,21.3,66.8,7.8,160.2,Warning
69,60,137,16.6,74.6,7.8,150.6,Warning
37,137,11,22.8,20.8,7.7,207.1,Warning
129,121,54,29.6,29.7,6.2,138.3,Warning
35,48,132,18.5,86.2,5.1,188.1,Dangerous
36,143,97,28.3,80.3,8.6,180.3,Dangerous
3,64,147,18.4,67.2,5.7,85.5,Warning
88,78,158,38.4,21.8,4.3,212.1,Dangerous
16,118,43,19.0,37.3,7.7,223.2,Warning
98,32,55,27.4,23.3,4.9,299.0,Dangerous
33,138,80,33.8,32.7,7.5,66.7,Warning
125,54,181,22.0,27.9,7.3,176.5,Warning
6,142,6,17.8,53.8,7.3,54.6,Warning
13,67,134,38.5,33.6,7.0,160.9,Dangerous
127,36,121,34.3,70.1,4.7,291.9,Dangerous
140,101,78,33.9,65.7,5.0,155.6,Dangerous
39,65,11,30.2,53.9,8.5,102.1,Dangerous
120,130,28,34.5,96.1,5.0,133.0,Dangerous
44,138,38,17.6,33.1,7.8,132.9,Warning
111,22,5,17.3,94.2,5.8,123.5,Warning
37,60,19,19.6,25.4,6.9,202.0,Warning
121,122,191,41.1,88.4,7.9,157.5,Dangerous
10,77,100,25.1,91.9,4.1,49.5,Dangerous
106,104,117,37.7,63.4,6.1,145.7,Warning
3,56,43,28.5,22.9,6.6,205.9,Warning
84,32,155,28.7,75.7,5.1,280.0,Dangerous
117,133,81,43.7,43.8,5.2,40.6,Dangerous
136,56,58,16.6,61.6,5.3,114.8,Dangerous
27,3,130,27.0,46.0,8.1,278.7,Dangerous
62,90,45,11.1,75.4,7.8,296.7,Dangerous
7,72,89,41.0,49.2,4.7,82.4,Dangerous
135,25,158,41.1,78.4,7.1,80.8,Dangerous
33,126,151,34.6,34.6,5.0,163.5,Dangerous
9,16,124,34.5,31.5,6.2,55.1,Warning
25,72,180,40.4,44.1,6.5,223.3,Dangerous
121,67,53,34.1,64.6,7.2,286.6,Warning
2,71,198,32.1,92.0,6.4,115.3,Warning
73,126,51,21.5,54.5,4.2,262.9,Dangerous
2,102,159,28.3,46.3,6.4,178.4,Warning
16,122,160,28.1,75.3,6.8,272.6,Warning
93,94,178,29.2,86.4,8.5,153.5,Dangerous
137,134,91,10.8,100.0,5.3,253.9,Dangerous
103,54,168,22.8,32.2,5.9,245.4,Warning
133,117,2,34.9,49.0,7.9,52.2,Warning
75,108,193,13.6,42.7,4.9,45.0,Dangerous
131,107,12,35.2,72.1,7.1,186.8,Warning
97,17,197,34.4,55.4,8.6,182.9,Dangerous
127,128,15,23.2,74.3,7.6,160.5,Warning
81,92,65,21.4,28.4,8.5,74.2,Dangerous
127,115,180,21.7,20.4,8.2,193.3,Dangerous
140,46,2,17.8,33.6,5.8,90.7,Warning
120,23,70,28.2,24.2,5.0,234.5,Dangerous
123,26,148,16.7,68.4,4.5,233.2,Dangerous
29,123,87,20.2,34.7,4.6,40.7,Dangerous
62,10,195,17.4,30.1,6.2,216.3,Warning
11,73,32,29.8,28.0,7.2,238.6,Warning
92,129,100,13.4,31.1,7.5,65.5,Dangerous
110,111,163,27.5,82.1,7.5,210.6,Healthy
97,35,170,33.4,60.0,4.1,76.4,Dangerous
32,105,73,25.0,69.2,6.0,256.5,Warning
67,122,102,33.4,87.4,7.4,170.6,Warning
93,112,118,11.3,47.8,4.6,244.2,Dangerous
76,56,91,41.1,25.9,5.5,268.9,Dangerous
110,120,32,29.8,88.7,7.5,216.4,Warning
136,134,143,35.3,86.7,7.8,264.4,Warning
74,133,17,28.6,51.9,4.4,148.9,Dangerous
0,136,177,30.7,75.0,7.6,116.6,Warning
107,113,50,31.5,40.2,8.3,186.6,Dangerous
122,83,190,42.2,81.3,6.7,121.3,Dangerous
103,65,75,18.3,79.0,6.6,292.8,Warning
55,121,92,17.4,68.7,6.7,236.2,Warning
17,49,73,35.3,47.7,7.6,158.8,Warning
5,124,86,17.0,73.3,8.2,71.8,Dangerous
55,40,164,13.2,28.2,5.7,50.8,Dangerous
122,17,129,20.3,80.8,7.4,27.0,Warning
0,91,165,43.8,24.3,6.3,59.0,Dangerous
107,114,118,29.8,53.7,7.9,226.6,Warning
50,114,81,25.5,28.5,8.2,205.6,Dangerous
32,5,15,19.1,73.8,4.9,38.7,Dangerous
45,105,20,21.8,50.1,4.6,248.5,Dangerous
64,126,48,28.0,72.9,6.9,27.0,Healthy
68,119,97,10.6,33.5,8.3,126.3,Dangerous
104,5,44,11.4,49.2,8.8,33.7,Dangerous
56,120,82,24.1,58.2,6.9,237.6,Healthy
26,124,51,27.4,49.3,8.6,44.6,Dangerous
64,124,162,39.4,93.5,7.2,221.3,Dangerous
122,93,52,38.9,92.8,6.4,249.1,Dangerous
67,4,152,21.8,59.8,8.8,127.2,Dangerous
23,36,77,22.0,45.3,7.2,218.9,Warning
98,38,189,13.7,29.0,8.7,113.0,Dangerous
130,125,198,29.9,32.5,8.3,119.1,Dangerous
64,87,169,22.1,79.5,6.6,112.9,Healthy
78,65,139,38.4,39.7,7.1,169.5,Dangerous
60,101,68,17.9,73.5,6.1,53.7,Warning
54,65,49,31.6,25.0,6.6,108.7,Warning
108,122,180,11.6,80.3,8.3,247.7,Dangerous
11,124,17,43.3,46.6,7.7,48.2,Dangerous
109,132,155,13.1,42.2,7.1,255.7,Dangerous
115,93,144,40.5,56.0,8.4,212.2,Dangerous
132,75,142,37.0,55.4,6.4,238.1,Warning
12,7,20,42.6,87.8,8.5,154.4,Dangerous
22,40,187,38.0,96.3,8.4,188.6,Dangerous
96,60,61,38.5,32.0,6.6,27.6,Dangerous
29,64,121,12.4,82.2,5.8,145.0,Dangerous
114,141,200,22.4,69.7,4.8,241.4,Dangerous
69,112,67,15.8,79.1,7.6,119.7,Warning
79,101,171,23.9,89.4,7.1,97.2,Healthy
79,51,7,31.7,44.3,4.7,152.2,Dangerous
31,80,185,14.6,35.8,8.4,159.3,Dangerous
74,36,173,27.2,70.8,4.2,100.0,Dangerous
69,145,129,40.5,23.2,8.5,274.4,Dangerous
6,60,61,23.6,73.4,6.2,251.9,Warning
90,98,89,24.4,61.1,6.9,209.8,Healthy
138,132,47,31.8,66.4,7.2,80.5,Warning
56,24,109,14.1,47.5,8.3,147.6,Dangerous
40,100,91,37.0,27.6,6.3,64.0,Warning
40,123,132,41.2,50.2,6.4,72.8,Dangerous
42,32,158,18.2,64.8,8.0,90.8,Warning
67,83,148,28.3,78.8,6.8,164.8,Healthy
120,7,92,16.6,69.7,8.9,225.4,Dangerous
112,143,201,15.7,85.4,4.8,262.6,Dangerous
134,118,93,13.9,56.1,4.1,165.7,Dangerous
86,68,25,43.1,51.2,5.7,204.9,Dangerous
23,51,184,25.2,91.3,8.0,206.4,Warning
85,40,6,38.0,83.1,7.5,108.1,Warning
14,83,38,39.2,94.4,7.8,127.3,Dangerous
51,56,120,31.0,49.4,4.2,125.8,Dangerous
96,37,43,42.2,77.7,4.7,261.8,Dangerous
6,144,9,43.4,98.9,6.5,277.4,Dangerous
133,34,31,27.9,65.2,7.9,236.8,Warning
119,56,122,32.7,27.8,7.6,247.8,Warning
65,112,22,26.8,63.4,5.5,253.2,Warning
54,129,52,40.5,68.7,8.8,92.3,Dangerous
29,134,191,27.1,51.6,5.7,152.1,Warning
68,3,73,36.9,67.4,7.4,64.6,Warning
71,87,24,32.6,65.9,8.6,176.3,Dangerous
28,72,82,28.4,58.2,4.8,81.5,Dangerous
74,37,26,13.5,26.8,5.7,196.0,Dangerous
49,76,164,10.4,88.3,6.3,57.4,Dangerous
21,46,2,25.9,96.6,8.9,81.2,Dangerous
40,95,108,32.4,23.5,4.5,84.4,Dangerous
89,96,137,27.3,23.6,8.9,39.3,Dangerous
1,71,50,42.2,62.6,4.5,134.0,Dangerous
42,133,111,16.6,30.3,6.0,164.1,Warning
105,50,87,42.2,21.9,8.3,190.4,Dangerous
40,90,161,25.0,69.5,5.3,223.2,Dangerous
45,58,55,44.2,38.9,6.9,193.6,Dangerous
71,126,180,17.9,95.9,5.3,60.4,Dangerous
139,96,121,23.1,20.7,5.9,254.9,Warning
58,99,90,32.3,37.0,8.1,94.3,Dangerous
9,35,141,33.3,41.9,6.2,90.7,Warning
11,94,190,37.1,72.1,6.2,112.3,Warning
134,15,174,30.5,81.7,4.7,198.0,Dangerous
73,11,185,36.9,35.4,7.8,38.9,Warning
66,133,33,43.3,92.1,4.0,59.5,Dangerous
74,47,18,12.8,78.8,4.3,171.8,Dangerous
61,24,179,29.3,73.2,5.7,77.3,Warning
105,22,100,25.7,40.4,5.5,239.4,Warning
110,70,123,40.1,21.6,8.6,25.7,Dangerous
15,72,166,30.9,23.4,7.3,59.9,Warning
95,37,133,15.5,70.3,7.7,108.4,Warning
76,144,35,12.1,39.9,5.8,67.2,Dangerous
27,121,26,33.2,42.9,4.9,257.7,Dangerous
33,130,192,13.5,55.7,4.7,266.8,Dangerous
46,59,164,38.4,89.1,8.8,51.4,Dangerous
121,38,92,28.7,61.9,4.5,46.9,Dangerous
69,38,68,19.3,74.2,8.5,46.1,Dangerous
139,41,69,22.4,22.2,4.5,273.0,Dangerous
80,51,145,24.5,21.3,8.5,75.8,Dangerous
54,136,122,29.6,69.1,8.6,247.7,Dangerous
89,142,107,26.9,99.4,4.8,140.7,Dangerous
130,123,119,20.8,36.8,8.4,231.3,Dangerous
89,122,181,12.3,79.4,8.0,132.0,Dangerous
22,4,131,13.3,80.2,4.2,220.4,Dangerous
41,78,156,24.6,77.1,6.0,201.6,Healthy
99,34,114,24.8,69.9,4.8,143.1,Dangerous
129,79,199,37.6,48.6,6.8,23.2,Warning
16,25,204,41.7,90.7,5.2,60.0,Dangerous
91,32,150,10.8,43.6,4.1,162.4,Dangerous
15,114,85,23.6,23.7,8.8,294.1,Dangerous
51,117,36,18.4,57.9,7.0,166.7,Warning
139,72,125,37.9,61.8,4.3,80.3,Dangerous
119,116,195,38.2,75.5,4.4,167.2,Dangerous
18,132,130,11.4,37.5,6.2,55.1,Dangerous
102,37,178,15.8,47.9,6.0,291.6,Warning
125,41,157,18.3,38.7,4.5,235.2,Dangerous
82,38,183,37.9,45.8,8.5,50.2,Dangerous
116,123,71,17.6,68.6,6.9,298.5,Warning
18,63,112,41.6,32.6,5.3,23.1,Dangerous
99,16,32,14.8,45.3,4.8,35.4,Dangerous
78,13,9,15.6,90.8,5.2,106.7,Dangerous
70,48,185,18.1,82.8,5.6,20.8,Warning
32,106,57,28.0,74.7,4.4,32.2,Dangerous
90,93,30,16.2,43.6,8.9,222.0,Dangerous
76,102,112,43.1,77.5,6.6,36.2,Dangerous
46,90,60,37.4,21.5,8.9,31.5,Dangerous
99,88,62,17.2,38.8,8.0,254.2,Warning
113,109,7,28.0,51.4,5.5,33.6,Warning
77,104,144,31.0,32.4,6.6,101.4,Warning
62,29,184,22.9,70.1,8.4,122.1,Dangerous
8,44,176,42.8,91.4,5.5,160.6,Dangerous
82,129,74,26.8,44.6,8.6,285.4,Dangerous
137,127,184,14.9,74.7,8.7,254.5,Dangerous
5,7,187,18.5,40.3,8.2,194.6,Dangerous
1,37,130,25.9,94.7,4.3,78.3,Dangerous
127,78,87,39.7,66.0,4.0,140.5,Dangerous
137,13,87,39.6,93.2,6.0,63.1,Dangerous
126,45,168,32.3,69.5,8.1,85.5,Dangerous
47,48,115,43.6,87.8,4.1,236.2,Dangerous
34,44,92,13.7,59.3,7.1,242.2,Dangerous
120,51,128,41.0,59.1,6.8,114.2,Dangerous
74,19,202,35.2,28.6,5.8,135.1,Warning
110,2,133,19.6,83.9,6.5,24.0,Warning
60,120,25,19.9,80.8,8.0,91.8,Warning
52,57,175,39.1,73.9,4.8,219.7,Dangerous
130,1,62,40.1,29.6,5.4,183.7,Dangerous
30,53,170,27.2,68.2,4.4,53.9,Dangerous
62,128,91,25.4,32.3,4.7,36.4,Dangerous
21,84,111,34.8,92.5,8.4,149.7,Dangerous
19,4,105,37.7,39.2,5.4,167.2,Dangerous
